province_id,legacy_id,numeric_id,name,region_id,macroregion_id,area_km2,profile_id,target_cell_area_km2,expected_cell_count_base,override_minimum_cell_count,override_forced_cell_count,override_reason,final_cell_count_base,status
province:2659,russia__sakha_yakutia,2659,Sakha (Yakutia),,,3032557.39,,,,,,,,UNASSIGNED_REGION
province:1806,australia__western_australia,1806,Western Australia,,,2526488.985,,,,,,,,UNASSIGNED_REGION
province:2766,russia__krasnoyarsk,2766,Krasnoyarsk,,,2403514.384,,,,,,,,UNASSIGNED_REGION
province:1241,brazil__amazonas,1241,Amazonas,,,1944326.621,,,,,,,,UNASSIGNED_REGION
province:1841,australia__queensland_4,1841,Queensland,,,1728148.848,,,,,,,,UNASSIGNED_REGION
province:21,china__xinjiang,21,Xinjiang,,,1630013.133,,,,,,,,UNASSIGNED_REGION
province:3848,libya__wadi_al_hayaa,3848,Wadi al Hayaa,,,1619044.782,,,,,,,,UNASSIGNED_REGION
province:1650,united_states_of_america__alaska_24,1650,Alaska,,,1427678.665,,,,,,,,UNASSIGNED_REGION
province:1154,canada__qu_bec_11,1154,Québec,,,1411133.101,,,,,,,,UNASSIGNED_REGION
province:1811,australia__northern_territory,1811,Northern Territory,,,1341141.351,,,,,,,,UNASSIGNED_REGION
province:257,brazil__par,257,Pará,,,1318586.366,,,,,,,,UNASSIGNED_REGION
province:107,china__inner_mongol,107,Inner Mongol,,,1144565.631,,,,,,,,UNASSIGNED_REGION
province:22,china__xizang,22,Xizang,,,1129808.184,,,,,,,,UNASSIGNED_REGION
province:2645,canada__northwest_territories,2645,Northwest Territories,,,1103492.926,,,,,,,,UNASSIGNED_REGION
province:1139,canada__ontario,1139,Ontario,,,1077150.937,,,,,,,,UNASSIGNED_REGION
province:1836,australia__south_australia,1836,South Australia,,,968323.136,,,,,,,,UNASSIGNED_REGION
province:1099,canada__british_columbia_22,1099,British Columbia,,,912270.561,,,,,,,,UNASSIGNED_REGION
province:1261,brazil__mato_grosso,1261,Mato Grosso,,,902664.984,,,,,,,,UNASSIGNED_REGION
province:2396,canada__nunavut_2,2396,Nunavut,,,874480.046,,,,,,,,UNASSIGNED_REGION
province:793,russia__khabarovsk,793,Khabarovsk,,,820531.828,,,,,,,,UNASSIGNED_REGION
province:1846,australia__new_south_wales,1846,New South Wales,,,801087.44,,,,,,,,UNASSIGNED_REGION
province:3784,russia__irkutsk,3784,Irkutsk,,,773401.187,,,,,,,,UNASSIGNED_REGION
province:3584,china__qinghai,3584,Qinghai,,,714316.709,,,,,,,,UNASSIGNED_REGION
province:1191,united_states_of_america__texas_7,1191,Texas,,,684826.225,,,,,,,,UNASSIGNED_REGION
province:2635,russia__yamal_nenets_2,2635,Yamal-Nenets,,,681488.342,,,,,,,,UNASSIGNED_REGION
province:3601,brazil__minas_gerais,3601,Minas Gerais,,,675822.703,,,,,,,,UNASSIGNED_REGION
province:1134,canada__alberta,1134,Alberta,,,667295.512,,,,,,,,UNASSIGNED_REGION
province:1137,canada__manitoba,1137,Manitoba,,,651408.842,,,,,,,,UNASSIGNED_REGION
province:1135,canada__saskatchewan,1135,Saskatchewan,,,649927.801,,,,,,,,UNASSIGNED_REGION
province:1455,niger__agadez,1455,Agadez,,,623351.508,,,,,,,,UNASSIGNED_REGION
province:1456,algeria__tamanghasset,1456,Tamanghasset,,,608311.509,,,,,,,,UNASSIGNED_REGION
province:2626,russia__chukchi_autonomous_okrug_5,2626,Chukchi Autonomous Okrug,,,596312.838,,,,,,,,UNASSIGNED_REGION
province:1793,brazil__bahia_2,1793,Bahia,,,581159.082,,,,,,,,UNASSIGNED_REGION
province:3580,china__sichuan,3580,Sichuan,,,567227.848,,,,,,,,UNASSIGNED_REGION
province:468,saudi_arabia__ash_sharqiyah,468,Ash Sharqiyah,,,553349.883,,,,,,,,UNASSIGNED_REGION
province:3776,russia__khanty_mansiy,3776,Khanty-Mansiy,,,533496.494,,,,,,,,UNASSIGNED_REGION
province:2898,greenland__kommuneqarfik_sermersooq_18,2898,Kommuneqarfik Sermersooq,,,524299.6,,,,,,,,UNASSIGNED_REGION
province:2419,canada__nunavut_25,2419,Nunavut,,,514262.762,,,,,,,,UNASSIGNED_REGION
province:559,mali__timbuktu,559,Timbuktu,,,505013.333,,,,,,,,UNASSIGNED_REGION
province:355,democratic_republic_of_the_congo__orientale,355,Orientale,,,500336.697,,,,,,,,UNASSIGNED_REGION
province:364,democratic_republic_of_the_congo__katanga,364,Katanga,,,486562.964,,,,,,,,UNASSIGNED_REGION
province:1487,egypt__al_wadi_at_jadid,1487,Al Wadi at Jadid,,,474813.171,,,,,,,,UNASSIGNED_REGION
province:560,algeria__adrar,560,Adrar,,,473393.116,,,,,,,,UNASSIGNED_REGION
province:1699,canada__yukon,1699,Yukon,,,470334.501,,,,,,,,UNASSIGNED_REGION
province:2557,russia__maga_buryatdan,2557,Maga Buryatdan,,,463937.188,,,,,,,,UNASSIGNED_REGION
province:3119,russia__kamchatka_3,3119,Kamchatka,,,460371.381,,,,,,,,UNASSIGNED_REGION
province:113,china__gansu,113,Gansu,,,457646.19,,,,,,,,UNASSIGNED_REGION
province:791,china__heilongjiang,791,Heilongjiang,,,452299.359,,,,,,,,UNASSIGNED_REGION
province:788,russia__chita,788,Chita,,,432385.848,,,,,,,,UNASSIGNED_REGION
province:3850,kazakhstan__qaraghandy,3850,Qaraghandy,,,429294.024,,,,,,,,UNASSIGNED_REGION
province:3803,russia__komi,3803,Komi,,,418015.025,,,,,,,,UNASSIGNED_REGION
province:1182,united_states_of_america__california_2,1182,California,,,409746.576,,,,,,,,UNASSIGNED_REGION
province:64,democratic_republic_of_the_congo__quateur,64,Équateur,,,404509.234,,,,,,,,UNASSIGNED_REGION
province:2906,greenland__nationalparken_4,2906,Nationalparken,,,390611.376,,,,,,,,UNASSIGNED_REGION
province:1133,united_states_of_america__montana,1133,Montana,,,387567.058,,,,,,,,UNASSIGNED_REGION
province:240,china__yunnan,240,Yunnan,,,385369.756,,,,,,,,UNASSIGNED_REGION
province:3391,saudi_arabia__ar_riyad,3391,Ar Riyad,,,376672.786,,,,,,,,UNASSIGNED_REGION
province:1245,peru__loreto,1245,Loreto,,,373636.54,,,,,,,,UNASSIGNED_REGION
province:84,south_africa__northern_cape,84,Northern Cape,,,372534.712,,,,,,,,UNASSIGNED_REGION
province:1460,sudan__northern,1460,Northern,,,364156.052,,,,,,,,UNASSIGNED_REGION
province:654,bolivia__santa_cruz,654,Santa Cruz,,,361903.902,,,,,,,,UNASSIGNED_REGION
province:792,russia__amur,792,Amur,,,360835.256,,,,,,,,UNASSIGNED_REGION
province:655,brazil__mato_grosso_do_sul,655,Mato Grosso do Sul,,,356031.015,,,,,,,,UNASSIGNED_REGION
province:782,russia__buryat,782,Buryat,,,352987.658,,,,,,,,UNASSIGNED_REGION
province:949,ethiopia__oromiya,949,Oromiya,,,352533.921,,,,,,,,UNASSIGNED_REGION
province:1405,pakistan__baluchistan,1405,Baluchistan,,,348158.618,,,,,,,,UNASSIGNED_REGION
province:3600,brazil__goi_s,3600,Goiás,,,346982.537,,,,,,,,UNASSIGNED_REGION
province:1623,india__rajasthan,1623,Rajasthan,,,342956.407,,,,,,,,UNASSIGNED_REGION
province:2920,greenland__qaasuitsup_kommunia_8,2920,Qaasuitsup Kommunia,,,328363.158,,,,,,,,UNASSIGNED_REGION
province:1782,brazil__maranh_o,1782,Maranhão,,,325034.191,,,,,,,,UNASSIGNED_REGION
province:1183,united_states_of_america__new_mexico,1183,New Mexico,,,316255.47,,,,,,,,UNASSIGNED_REGION
province:3779,russia__tomsk,3779,Tomsk,,,314728.148,,,,,,,,UNASSIGNED_REGION
province:30,ethiopia__somali,30,Somali,,,311512.221,,,,,,,,UNASSIGNED_REGION
province:3317,india__madhya_pradesh,3317,Madhya Pradesh,,,309399.907,,,,,,,,UNASSIGNED_REGION
province:2759,russia__arkhangel_sk,2759,Arkhangel'sk,,,307097.007,,,,,,,,UNASSIGNED_REGION
province:2558,india__maharashtra,2558,Maharashtra,,,306605.514,,,,,,,,UNASSIGNED_REGION
province:1781,argentina__buenos_aires,1781,Buenos Aires,,,305689.434,,,,,,,,UNASSIGNED_REGION
province:1388,kazakhstan__aqt_be,1388,Aqtöbe,,,301728.19,,,,,,,,UNASSIGNED_REGION
province:67,democratic_republic_of_the_congo__bandundu,67,Bandundu,,,295852.152,,,,,,,,UNASSIGNED_REGION
province:1172,united_states_of_america__arizona,1172,Arizona,,,295440.421,,,,,,,,UNASSIGNED_REGION
province:1373,indonesia__papua_4,1373,Papua,,,294761.636,,,,,,,,UNASSIGNED_REGION
province:1482,sudan__north_darfur,1482,North Darfur,,,291778.326,,,,,,,,UNASSIGNED_REGION
province:2468,canada__newfoundland_and_labrador,2468,Newfoundland and Labrador,,,288763.01,,,,,,,,UNASSIGNED_REGION
province:3320,united_states_of_america__nevada,3320,Nevada,,,286968.258,,,,,,,,UNASSIGNED_REGION
province:95,kazakhstan__east_kazakhstan,95,East Kazakhstan,,,279846.956,,,,,,,,UNASSIGNED_REGION
province:3602,brazil__tocantins,3602,Tocantins,,,278932.996,,,,,,,,UNASSIGNED_REGION
province:104,brazil__rio_grande_do_sul,104,Rio Grande do Sul,,,272400.221,,,,,,,,UNASSIGNED_REGION
province:3321,united_states_of_america__colorado,3321,Colorado,,,269169.571,,,,,,,,UNASSIGNED_REGION
province:1457,mauritania__tiris_zemmour,1457,Tiris Zemmour,,,258672.553,,,,,,,,UNASSIGNED_REGION
province:3319,united_states_of_america__wyoming,3319,Wyoming,,,253290.585,,,,,,,,UNASSIGNED_REGION
province:1786,brazil__piau,1786,Piauí,,,251992.468,,,,,,,,UNASSIGNED_REGION
province:1240,venezuela__bol_var,1240,Bolívar,,,251269.534,,,,,,,,UNASSIGNED_REGION
province:1140,united_states_of_america__michigan,1140,Michigan,,,249845.265,,,,,,,,UNASSIGNED_REGION
province:2393,united_states_of_america__oregon,2393,Oregon,,,249487.229,,,,,,,,UNASSIGNED_REGION
province:1453,chad__borkou,1453,Borkou,,,248777.86,,,,,,,,UNASSIGNED_REGION
province:1797,brazil__s_o_paulo_4,1797,São Paulo,,,248075.422,,,,,,,,UNASSIGNED_REGION
province:1184,mexico__chihuahua,1184,Chihuahua,,,247839.191,,,,,,,,UNASSIGNED_REGION
province:3376,sudan__north_kordufan,3376,North Kordufan,,,243442.959,,,,,,,,UNASSIGNED_REGION
province:1316,argentina__santa_cruz,1316,Santa Cruz,,,242412.972,,,,,,,,UNASSIGNED_REGION
province:1728,india__uttar_pradesh,1728,Uttar Pradesh,,,240234.553,,,,,,,,UNASSIGNED_REGION
province:1259,brazil__rond_nia,1259,Rondônia,,,237863.924,,,,,,,,UNASSIGNED_REGION
province:1047,china__guangxi,1047,Guangxi,,,237258.158,,,,,,,,UNASSIGNED_REGION
province:1848,australia__victoria_2,1848,Victoria,,,227624.831,,,,,,,,UNASSIGNED_REGION
province:1138,united_states_of_america__minnesota,1138,Minnesota,,,223869.599,,,,,,,,UNASSIGNED_REGION
province:1278,argentina__chubut,1278,Chubut,,,223692.074,,,,,,,,UNASSIGNED_REGION
province:1386,kazakhstan__qyzylorda,1386,Qyzylorda,,,223024.731,,,,,,,,UNASSIGNED_REGION
province:1469,mauritania__adrar,1469,Adrar,,,222339.507,,,,,,,,UNASSIGNED_REGION
province:96,kazakhstan__almaty,96,Almaty,,,222213.081,,,,,,,,UNASSIGNED_REGION
province:37,kenya__rift_valley,37,Rift Valley,,,219542.376,,,,,,,,UNASSIGNED_REGION
province:3318,united_states_of_america__utah,3318,Utah,,,219118.989,,,,,,,,UNASSIGNED_REGION
province:1621,pakistan__punjab,1621,Punjab,,,216661.882,,,,,,,,UNASSIGNED_REGION
province:2541,china__hebei,2541,Hebei,,,216488.402,,,,,,,,UNASSIGNED_REGION
province:1132,united_states_of_america__idaho,1132,Idaho,,,214834.703,,,,,,,,UNASSIGNED_REGION
province:3324,united_states_of_america__kansas,3324,Kansas,,,211964.127,,,,,,,,UNASSIGNED_REGION
province:3582,china__hunan,3582,Hunan,,,211252.997,,,,,,,,UNASSIGNED_REGION
province:1480,algeria__ouargla,1480,Ouargla,,,211160.37,,,,,,,,UNASSIGNED_REGION
province:1461,egypt__al_bahr_al_ahmar,1461,Al Bahr al Ahmar,,,211131.476,,,,,,,,UNASSIGNED_REGION
province:1260,bolivia__el_beni,1260,El Beni,,,210167.637,,,,,,,,UNASSIGNED_REGION
province:3583,china__shaanxi,3583,Shaanxi,,,205694.224,,,,,,,,UNASSIGNED_REGION
province:1283,argentina__r_o_negro,1283,Río Negro,,,204544.357,,,,,,,,UNASSIGNED_REGION
province:1414,kazakhstan__qostanay,1414,Qostanay,,,200790.211,,,,,,,,UNASSIGNED_REGION
province:3322,united_states_of_america__south_dakota,3322,South Dakota,,,200781.68,,,,,,,,UNASSIGNED_REGION
province:1612,sudan__red_sea,1612,Red Sea,,,200411.643,,,,,,,,UNASSIGNED_REGION
province:3323,united_states_of_america__nebraska,3323,Nebraska,,,199959.868,,,,,,,,UNASSIGNED_REGION
province:1522,angola__moxico,1522,Moxico,,,199181.488,,,,,,,,UNASSIGNED_REGION
province:661,brazil__paran_2,661,Paraná,,,198583.291,,,,,,,,UNASSIGNED_REGION
province:1521,angola__cuando_cubango,1521,Cuando Cubango,,,197811.126,,,,,,,,UNASSIGNED_REGION
province:1554,algeria__illizi,1554,Illizi,,,195930.706,,,,,,,,UNASSIGNED_REGION
province:2559,india__karnataka,2559,Karnataka,,,195211.582,,,,,,,,UNASSIGNED_REGION
province:2,indonesia__kalimantan_timur,2,Kalimantan Timur,,,194545.14,,,,,,,,UNASSIGNED_REGION
province:3775,russia__sverdlovsk,3775,Sverdlovsk,,,194531.363,,,,,,,,UNASSIGNED_REGION
province:1452,chad__ennedi,1452,Ennedi,,,191274.857,,,,,,,,UNASSIGNED_REGION
province:797,china__jilin,797,Jilin,,,190977.522,,,,,,,,UNASSIGNED_REGION
province:988,niger__zinder,988,Zinder,,,185594.023,,,,,,,,UNASSIGNED_REGION
province:1517,mauritania__hodh_ech_chargui,1517,Hodh ech Chargui,,,185578.176,,,,,,,,UNASSIGNED_REGION
province:3588,china__hubei,3588,Hubei,,,185538.576,,,,,,,,UNASSIGNED_REGION
province:1626,india__gujarat,1626,Gujarat,,,184951.26,,,,,,,,UNASSIGNED_REGION
province:3325,united_states_of_america__oklahoma,3325,Oklahoma,,,184521.916,,,,,,,,UNASSIGNED_REGION
province:3858,iran__kerman,3858,Kerman,,,183181.782,,,,,,,,UNASSIGNED_REGION
province:1136,united_states_of_america__north_dakota,1136,North Dakota,,,181929.615,,,,,,,,UNASSIGNED_REGION
province:3327,united_states_of_america__missouri,3327,Missouri,,,180094.348,,,,,,,,UNASSIGNED_REGION
province:1255,venezuela__amazonas,1255,Amazonas,,,179753.47,,,,,,,,UNASSIGNED_REGION
province:1175,mexico__sonora_3,1175,Sonora,,,178358.038,,,,,,,,UNASSIGNED_REGION
province:1416,russia__novosibirsk,1416,Novosibirsk,,,177881.329,,,,,,,,UNASSIGNED_REGION
province:3581,china__guizhou,3581,Guizhou,,,175059.354,,,,,,,,UNASSIGNED_REGION
province:1397,iran__sistan_and_baluchestan,1397,Sistan and Baluchestan,,,174544.98,,,,,,,,UNASSIGNED_REGION
province:1708,china__guangdong_6,1708,Guangdong,,,174005.532,,,,,,,,UNASSIGNED_REGION
province:1074,united_states_of_america__washington_4,1074,Washington,,,173962.032,,,,,,,,UNASSIGNED_REGION
province:419,russia__karelia,419,Karelia,,,173612.783,,,,,,,,UNASSIGNED_REGION
province:1014,mali__gao,1014,Gao,,,173219.589,,,,,,,,UNASSIGNED_REGION
province:1387,uzbekistan__karakalpakstan,1387,Karakalpakstan,,,172474.775,,,,,,,,UNASSIGNED_REGION
province:1418,russia__altay,1418,Altay,,,171537.573,,,,,,,,UNASSIGNED_REGION
province:784,russia__tuva,784,Tuva,,,169345.535,,,,,,,,UNASSIGNED_REGION
province:911,south_africa__eastern_cape,911,Eastern Cape,,,169303.912,,,,,,,,UNASSIGNED_REGION
province:3914,united_states_of_america__wisconsin,3914,Wisconsin,,,168985.903,,,,,,,,UNASSIGNED_REGION
province:3578,democratic_republic_of_the_congo__kasa_oriental,3578,Kasaï-Oriental,,,168869.683,,,,,,,,UNASSIGNED_REGION
province:2640,russia__nenets,2640,Nenets,,,168436.175,,,,,,,,UNASSIGNED_REGION
province:3623,argentina__c_rdoba,3623,Córdoba,,,168114.597,,,,,,,,UNASSIGNED_REGION
province:3586,china__jiangxi,3586,Jiangxi,,,167811.716,,,,,,,,UNASSIGNED_REGION
province:45,somaliland__somaliland,45,Somaliland,,,167384.78,,,,,,,,UNASSIGNED_REGION
province:115,mongolia__mn_govi,115,Ömnögovi,,,166314.836,,,,,,,,UNASSIGNED_REGION
province:3587,china__henan,3587,Henan,,,166074.942,,,,,,,,UNASSIGNED_REGION
province:856,myanmar__shan,856,Shan,,,165932.962,,,,,,,,UNASSIGNED_REGION
province:796,russia__primor_ye,796,Primor'ye,,,165127.035,,,,,,,,UNASSIGNED_REGION
province:1466,algeria__b_char,1466,Béchar,,,165084.782,,,,,,,,UNASSIGNED_REGION
province:1385,kazakhstan__mangghystau,1385,Mangghystau,,,164422.642,,,,,,,,UNASSIGNED_REGION
province:1441,yemen__hadramawt,1441,Hadramawt,,,164124.598,,,,,,,,UNASSIGNED_REGION
province:3804,russia__perm,3804,Perm',,,161247.785,,,,,,,,UNASSIGNED_REGION
province:2093,india__andhra_pradesh,2093,Andhra Pradesh,,,160596.284,,,,,,,,UNASSIGNED_REGION
province:83,namibia__karas,83,Karas,,,160170.193,,,,,,,,UNASSIGNED_REGION
province:1411,russia__tyumen,1411,Tyumen',,,159790.178,,,,,,,,UNASSIGNED_REGION
province:471,botswana__central,471,Central,,,159326.315,,,,,,,,UNASSIGNED_REGION
province:1486,egypt__matruh,1486,Matruh,,,158981.794,,,,,,,,UNASSIGNED_REGION
province:1464,kenya__eastern,1464,Eastern,,,157324.975,,,,,,,,UNASSIGNED_REGION
province:942,ethiopia__amhara,942,Amhara,,,156212.079,,,,,,,,UNASSIGNED_REGION
province:3585,china__shanxi,3585,Shanxi,,,156077.199,,,,,,,,UNASSIGNED_REGION
province:2540,china__shandong,2540,Shandong,,,155946.311,,,,,,,,UNASSIGNED_REGION
province:18,argentina__salta,18,Salta,,,155528.403,,,,,,,,UNASSIGNED_REGION
province:2495,india__odisha,2495,Odisha,,,155099.457,,,,,,,,UNASSIGNED_REGION
province:1420,kazakhstan__west_kazakhstan,1420,West Kazakhstan,,,153879.851,,,,,,,,UNASSIGNED_REGION
province:1538,democratic_republic_of_the_congo__kasa_occidental,1538,Kasaï-Occidental,,,153021.22,,,,,,,,UNASSIGNED_REGION
province:1458,algeria__tindouf,1458,Tindouf,,,152017.25,,,,,,,,UNASSIGNED_REGION
province:1997,indonesia__kalimantan_tengah,1997,Kalimantan Tengah,,,152013.272,,,,,,,,UNASSIGNED_REGION
province:2255,united_states_of_america__georgia_2,2255,Georgia,,,152010.828,,,,,,,,UNASSIGNED_REGION
province:1192,mexico__coahuila,1192,Coahuila,,,151030.147,,,,,,,,UNASSIGNED_REGION
province:1268,argentina__mendoza,1268,Mendoza,,,150748.188,,,,,,,,UNASSIGNED_REGION
province:3915,united_states_of_america__illinois,3915,Illinois,,,150601.982,,,,,,,,UNASSIGNED_REGION
province:1787,brazil__cear,1787,Ceará,,,150289.146,,,,,,,,UNASSIGNED_REGION
province:2206,saudi_arabia__makkah,2206,Makkah,,,148620.199,,,,,,,,UNASSIGNED_REGION
province:1463,sudan__river_nile,1463,River Nile,,,147634.408,,,,,,,,UNASSIGNED_REGION
province:3849,kazakhstan__aqmola,3849,Aqmola,,,147062.597,,,,,,,,UNASSIGNED_REGION
province:554,indonesia__kalimantan_barat_2,554,Kalimantan Barat,,,146861.328,,,,,,,,UNASSIGNED_REGION
province:1481,mali__kidal,1481,Kidal,,,146409.346,,,,,,,,UNASSIGNED_REGION
province:802,china__liaoning_2,802,Liaoning,,,146266.181,,,,,,,,UNASSIGNED_REGION
province:3326,united_states_of_america__iowa,3326,Iowa,,,146249.957,,,,,,,,UNASSIGNED_REGION
province:3796,russia__vologda,3796,Vologda,,,145877.595,,,,,,,,UNASSIGNED_REGION
province:2242,united_states_of_america__florida_4,2242,Florida,,,145860.449,,,,,,,,UNASSIGNED_REGION
province:985,niger__diffa,985,Diffa,,,144945.458,,,,,,,,UNASSIGNED_REGION
province:2205,saudi_arabia__al_madinah,2205,Al Madinah,,,144323.291,,,,,,,,UNASSIGNED_REGION
province:418,russia__murmansk,418,Murmansk,,,143579.055,,,,,,,,UNASSIGNED_REGION
province:1432,iraq__al_anbar,1432,Al-Anbar,,,143155.639,,,,,,,,UNASSIGNED_REGION
province:3774,russia__bashkortostan,3774,Bashkortostan,,,142998.425,,,,,,,,UNASSIGNED_REGION
province:112,mongolia__govi_altay,112,Govi-Altay,,,142804.676,,,,,,,,UNASSIGNED_REGION
province:3622,argentina__la_pampa,3622,La Pampa,,,142487.315,,,,,,,,UNASSIGNED_REGION
province:1413,russia__omsk,1413,Omsk,,,141456.321,,,,,,,,UNASSIGNED_REGION
province:250,kazakhstan__zhambyl,250,Zhambyl,,,140843.763,,,,,,,,UNASSIGNED_REGION
province:1625,pakistan__sind_2,1625,Sind,,,140523.796,,,,,,,,UNASSIGNED_REGION
province:3589,china__anhui,3589,Anhui,,,140158.342,,,,,,,,UNASSIGNED_REGION
province:1701,sudan__south_kordufan,1701,South Kordufan,,,138941.827,,,,,,,,UNASSIGNED_REGION
province:3917,united_states_of_america__arkansas,3917,Arkansas,,,137946.033,,,,,,,,UNASSIGNED_REGION
province:1394,iran__razavi_khorasan,1394,Razavi Khorasan,,,136825.0,,,,,,,,UNASSIGNED_REGION
province:2414,canada__nunavut_20,2414,Nunavut,,,136741.755,,,,,,,,UNASSIGNED_REGION
province:3620,argentina__santiago_del_estero,3620,Santiago del Estero,,,134879.743,,,,,,,,UNASSIGNED_REGION
province:3864,india__chhattisgarh,3864,Chhattisgarh,,,134383.436,,,,,,,,UNASSIGNED_REGION
province:2238,united_states_of_america__alabama,2238,Alabama,,,133834.806,,,,,,,,UNASSIGNED_REGION
province:12,bolivia__la_paz,12,La Paz,,,133399.897,,,,,,,,UNASSIGNED_REGION
province:469,botswana__north_west,469,North-West,,,133244.702,,,,,,,,UNASSIGNED_REGION
province:3619,argentina__santa_fe,3619,Santa Fe,,,132610.901,,,,,,,,UNASSIGNED_REGION
province:1143,united_states_of_america__new_york,1143,New York,,,132517.631,,,,,,,,UNASSIGNED_REGION
province:2561,india__tamil_nadu,2561,Tamil Nadu,,,131045.049,,,,,,,,UNASSIGNED_REGION
province:908,south_africa__free_state,908,Free State,,,129751.436,,,,,,,,UNASSIGNED_REGION
province:1069,mozambique__niassa,1069,Niassa,,,129454.344,,,,,,,,UNASSIGNED_REGION
province:1852,south_africa__western_cape,1852,Western Cape,,,129395.956,,,,,,,,UNASSIGNED_REGION
province:1520,zambia__western,1520,Western,,,128743.828,,,,,,,,UNASSIGNED_REGION
province:1443,oman__dhofar,1443,Dhofar,,,128519.748,,,,,,,,UNASSIGNED_REGION
province:48,suriname__sipaliwini,48,Sipaliwini,,,128110.936,,,,,,,,UNASSIGNED_REGION
province:3861,iran__yazd,3861,Yazd,,,127522.684,,,,,,,,UNASSIGNED_REGION
province:2264,united_states_of_america__north_carolina_7,2264,North Carolina,,,127360.4,,,,,,,,UNASSIGNED_REGION
province:3579,democratic_republic_of_the_congo__maniema,3579,Maniema,,,127106.752,,,,,,,,UNASSIGNED_REGION
province:1465,kenya__north_eastern,1465,North-Eastern,,,126714.794,,,,,,,,UNASSIGNED_REGION
province:919,south_africa__limpopo,919,Limpopo,,,125710.796,,,,,,,,UNASSIGNED_REGION
province:3857,iran__fars,3857,Fars,,,125609.295,,,,,,,,UNASSIGNED_REGION
province:1523,zambia__north_western,1523,North-Western,,,125422.63,,,,,,,,UNASSIGNED_REGION
province:1419,russia__orenburg,1419,Orenburg,,,125122.953,,,,,,,,UNASSIGNED_REGION
province:1790,brazil__pernambuco,1790,Pernambuco,,,125088.968,,,,,,,,UNASSIGNED_REGION
province:1431,saudi_arabia__al_hudud_ash_shamaliyah,1431,Al Hudud ash Shamaliyah,,,124422.295,,,,,,,,UNASSIGNED_REGION
province:1263,argentina__catamarca,1263,Catamarca,,,124177.798,,,,,,,,UNASSIGNED_REGION
province:1415,kazakhstan__pavlodar,1415,Pavlodar,,,124115.848,,,,,,,,UNASSIGNED_REGION
province:2237,united_states_of_america__mississippi,2237,Mississippi,,,123640.617,,,,,,,,UNASSIGNED_REGION
province:443,mali__kayes,443,Kayes,,,122921.358,,,,,,,,UNASSIGNED_REGION
province:16,chile__antofagasta,16,Antofagasta,,,122913.655,,,,,,,,UNASSIGNED_REGION
province:106,mongolia__dornod,106,Dornod,,,122659.094,,,,,,,,UNASSIGNED_REGION
province:551,malaysia__sarawak_2,551,Sarawak,,,122267.172,,,,,,,,UNASSIGNED_REGION
province:3393,saudi_arabia__ha_il,3393,Ha'il,,,121204.465,,,,,,,,UNASSIGNED_REGION
province:3841,mexico__durango,3841,Durango,,,120877.509,,,,,,,,UNASSIGNED_REGION
province:950,s_sudan__jonglei,950,Jonglei,,,120717.861,,,,,,,,UNASSIGNED_REGION
province:3801,russia__kirov,3801,Kirov,,,120222.254,,,,,,,,UNASSIGNED_REGION
province:2191,china__fujian_4,2191,Fujian,,,119862.934,,,,,,,,UNASSIGNED_REGION
province:1454,chad__tibesti,1454,Tibesti,,,119783.451,,,,,,,,UNASSIGNED_REGION
province:2236,united_states_of_america__louisiana_5,2236,Louisiana,,,119233.051,,,,,,,,UNASSIGNED_REGION
province:1142,united_states_of_america__pennsylvania,1142,Pennsylvania,,,119192.11,,,,,,,,UNASSIGNED_REGION
province:1384,turkmenistan__balkan,1384,Balkan,,,118544.902,,,,,,,,UNASSIGNED_REGION
province:15,bolivia__potos,15,Potosí,,,117761.519,,,,,,,,UNASSIGNED_REGION
province:1434,saudi_arabia__al_jawf,1434,Al Jawf,,,117533.397,,,,,,,,UNASSIGNED_REGION
province:114,mongolia__bayanhongor,114,Bayanhongor,,,116382.456,,,,,,,,UNASSIGNED_REGION
province:1141,united_states_of_america__ohio,1141,Ohio,,,116217.874,,,,,,,,UNASSIGNED_REGION
province:1525,namibia__kunene,1525,Kunene,,,115968.821,,,,,,,,UNASSIGNED_REGION
province:253,kazakhstan__south_kazakhstan,253,South Kazakhstan,,,115496.712,,,,,,,,UNASSIGNED_REGION
province:1545,botswana__ghanzi,1545,Ghanzi,,,114856.893,,,,,,,,UNASSIGNED_REGION
province:3866,india__telangana,3866,Telangana,,,114754.817,,,,,,,,UNASSIGNED_REGION
province:111,mongolia__dornogovi,111,Dornogovi,,,114512.172,,,,,,,,UNASSIGNED_REGION
province:28,ethiopia__southern_nations_nationalities_and_peoples,28,"Southern Nations, Nationalities and Peoples",,,114113.798,,,,,,,,UNASSIGNED_REGION
province:1423,russia__volgograd,1423,Volgograd,,,113103.079,,,,,,,,UNASSIGNED_REGION
province:1424,kazakhstan__atyrau,1424,Atyrau,,,112331.817,,,,,,,,UNASSIGNED_REGION
province:3855,iran__esfahan,3855,Esfahan,,,110571.952,,,,,,,,UNASSIGNED_REGION
province:2623,russia__chukchi_autonomous_okrug_2,2623,Chukchi Autonomous Okrug,,,110530.656,,,,,,,,UNASSIGNED_REGION
province:1542,namibia__hardap,1542,Hardap,,,110285.848,,,,,,,,UNASSIGNED_REGION
province:1389,uzbekistan__navoi,1389,Navoi,,,110003.247,,,,,,,,UNASSIGNED_REGION
province:3918,united_states_of_america__tennessee,3918,Tennessee,,,109226.349,,,,,,,,UNASSIGNED_REGION
